freq,Signal,Signal+Noise
0.05,0.503554896766474,0.5605927483934284
0.05190380761523046,0.5142856836127813,0.5609390144726998
0.053807615230460924,0.5247551961207457,0.4987227883757369
0.05571142284569139,0.5349734329525563,0.5054878065910838
0.057615230460921846,0.5449497033684098,0.6140185786152734
0.05951903807615231,0.5546926983684732,0.539476027095019
0.06142284569138277,0.5642105523070093,0.573981811109009
0.06332665330661323,0.5735108965184832,0.6314521421238896
0.06523046092184369,0.582600906207209,0.5842496982428531
0.06713426853707415,0.5914873416247046,0.543729162217732
0.06903807615230462,0.6001765843781645,0.5865213045811166
0.07094188376753507,0.6086746695687524,0.6665636656225239
0.07284569138276553,0.6169873143417948,0.5817980526581408
0.07474949899799599,0.6251199433363472,0.6821781466387979
0.07665330661322645,0.6330777114444385,0.6251713036962088
0.07855711422845692,0.6408655242269586,0.5924420455956825
0.08046092184368737,0.6484880562809227,0.6038531269547717
0.08236472945891785,0.6559497678095266,0.7014226700570527
0.0842685370741483,0.6632549196103332,0.6798719810396855
0.08617234468937876,0.6704075866667294,0.6839453565400885
0.08807615230460922,0.6774116705024162,0.6032951112520507
0.08997995991983967,0.6842709104372768,0.7439908360520131
0.09188376753507013,0.6909888938648127,0.6844309667327133
0.09378757515030059,0.6975690656559078,0.7183715917322285
0.09569138276553106,0.7040147367805017,0.7711384046216765
0.09759519038076153,0.7103290922274652,0.6521360645103336
0.09949899799599199,0.7165151982932801,0.7379431951544981
0.10140280561122245,0.7225760093017567,0.656110339663252
0.1033066132264529,0.7285143738097961,0.6323683986275761
0.10521042084168336,0.7343330403479407,0.7988340168389793
0.10711422845691383,0.7400346627389913,0.7438628910645367
0.10901803607214429,0.7456218050332284,0.767178247911747
0.11092184368737475,0.7510969460946096,0.7008387519134525
0.1128256513026052,0.756462483868675,0.7741624334900029
0.11472945891783567,0.7617207393596935,0.7222954043980515
0.11663326653306613,0.7668739603417614,0.7910648651358754
0.11853707414829659,0.771924324826078,0.7287395418402307
0.12044088176352706,0.7768739443044239,0.7956193280152073
0.12234468937875752,0.7817248667869168,0.9178423709168447
0.12424849699398798,0.786479079650384,0.8280872782542995
0.12615230460921845,0.7911385123121578,0.7676861129083413
0.1280561122244489,0.7957050387427159,0.7839516362655484
0.12995991983967936,0.8001804798293626,0.7243208855681869
0.13186372745490982,0.8045666056020663,0.8100337092144662
0.13376753507014028,0.8088651373315433,0.8617523847774524
0.13567134268537073,0.8130777495088493,0.8709194746012958
